session_id,reader_id,book_id,session_date,start_time,duration_minutes,pages_read,percentage_completed,format,device_type,location_type,completed,data_source
S08556,R0221,B125,2026-01-30,10:29,23.0,17,100.0,Physical,Physical Book,Outdoor,1,Synthetic_Session_Log
S08557,R0221,B052,2026-02-06,18:04,52.7,36,11.04,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08558,R0221,B052,2026-02-07,20:31,41.6,24,18.4,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08559,R0221,B052,2026-02-09,15:18,32.6,23,25.46,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08560,R0221,B052,2026-02-11,12:24,520.0,11,28.83,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08561,R0221,B052,2026-02-14,21:01,38.7,28,37.42,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08562,R0221,B052,2026-02-16,17:57,43.1,32,47.24,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08563,R0221,B052,2026-02-19,14:05,33.9,20,53.37,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08564,R0221,B052,2026-02-19,14:46,38.7,24,60.74,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08565,R0221,B052,2026-02-20,13:54,29.0,23,67.79,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08566,R0221,B052,2026-02-21,13:37,520.0,32,77.61,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08567,R0221,B052,2026-02-21,09:05,17.8,12,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S08568,R0221,B003,2026-02-22,08:57,45.3,27,4.04,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08569,R0221,B003,2026-02-23,13:19,24.0,19,6.89,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08570,R0222,B116,2026-01-26,20:07,36.8,25,3.37,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S08571,R0222,B116,2026-01-26,12:28,41.5,27,7.02,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08572,R0222,B116,2026-01-27,13:04,21.8,13,8.77,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08573,R0222,B116,2026-01-30,12:34,40.6,22,11.74,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S08574,R0222,B116,2026-01-30,11:52,34.2,23,14.84,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08575,R0222,B116,2026-02-02,17:57,21.0,10,16.19,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S08576,R0222,B116,2026-02-03,18:51,29.3,12,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log
S08577,R0222,B125,2026-02-03,20:11,32.1,20,10.93,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08578,R0222,B125,2026-02-03,21:57,44.2,23,23.5,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08579,R0222,B125,2026-02-04,20:06,19.5,11,29.51,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08580,R0222,B125,2026-02-06,09:19,30.8,14,37.16,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08581,R0222,B125,2026-02-06,15:02,33.3,18,46.99,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08582,R0222,B125,2026-02-08,21:56,21.5,12,53.55,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08583,R0222,B125,2026-02-10,15:39,23.2,15,61.75,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08584,R0222,B125,2026-02-11,06:21,17.1,10,67.21,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08585,R0222,B125,2026-02-11,19:38,28.0,19,77.6,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08586,R0222,B139,2026-02-12,14:43,35.4,27,4.62,Ebook,Phone,Library,0,Synthetic_Session_Log
S08587,R0222,B139,2026-02-12,19:57,24.3,17,7.53,Ebook,Phone,Home,0,Synthetic_Session_Log
S08588,R0222,B025,2026-02-13,20:21,24.7,17,3.12,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08589,R0222,B025,2026-02-13,06:33,20.9,13,5.51,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08590,R0222,B025,2026-02-14,15:12,30.9,13,7.9,Ebook,Kindle,,0,Synthetic_Session_Log
S08591,R0222,B025,2026-02-16,22:42,43.2,28,13.05,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08592,R0222,B025,2026-02-18,18:41,25.7,14,15.62,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08593,R0222,B025,2026-02-19,16:20,26.2,17,18.75,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08594,R0222,B025,2026-02-20,19:45,40.4,27,23.71,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08595,R0222,B025,2026-02-21,08:01,29.2,17,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08596,R0222,B100,2026-02-22,17:27,15.2,8,2.12,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08597,R0222,B100,2026-02-23,08:42,21.8,14,5.84,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08598,R0222,B100,2026-03-02,20:35,36.1,21,100.0,Ebook,Kindle,Library,1,Synthetic_Session_Log
S08599,R0222,B063,2026-03-03,08:49,47.5,28,13.93,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08600,R0222,B063,2026-03-04,09:26,36.5,23,25.37,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08601,R0222,B063,2026-03-04,05:43,29.1,19,34.83,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08602,R0222,B063,2026-03-05,20:02,26.0,17,43.28,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08603,R0222,B063,2026-03-05,13:29,18.0,12,100.0,Ebook,Kindle,,1,Synthetic_Session_Log
S08604,R0222,B115,2026-03-07,10:12,39.9,27,6.84,Ebook,Phone,Home,0,Synthetic_Session_Log
S08605,R0222,B115,2026-03-08,18:14,22.8,14,10.38,Ebook,Phone,Home,0,Synthetic_Session_Log
S08606,R0222,B115,2026-03-10,01:01,49.0,25,16.71,Ebook,Phone,Coffee Shop,0,Synthetic_Session_Log
S08607,R0222,B115,2026-03-11,21:17,35.0,24,22.78,Ebook,Phone,Home,0,Synthetic_Session_Log
S08608,R0222,B115,2026-03-13,07:21,32.6,16,26.84,Ebook,Phone,Home,0,Synthetic_Session_Log
S08609,R0222,B115,2026-03-13,20:26,21.3,14,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log
S08610,R0222,B047,2026-03-14,09:38,45.6,25,6.04,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08611,R0222,B047,2026-03-14,15:52,26.5,15,9.66,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08612,R0222,B047,2026-03-15,11:26,40.6,21,14.73,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08613,R0222,B047,2026-03-16,07:04,42.4,18,19.08,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08614,R0222,B047,2026-03-18,14:54,42.4,17,23.19,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08615,R0222,B047,2026-03-19,17:18,45.2,28,29.95,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08616,R0222,B047,2026-03-19,18:00,38.2,19,34.54,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08617,R0222,B047,2026-03-20,19:17,34.7,18,38.89,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08618,R0222,B142,2026-03-27,18:29,29.6,16,3.74,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08619,R0222,B142,2026-03-27,15:11,22.0,15,7.24,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08620,R0222,B142,2026-03-28,19:51,26.1,20,11.92,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08621,R0222,B142,2026-03-30,08:13,35.4,14,15.19,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08622,R0222,B142,2026-03-31,19:38,29.9,14,18.46,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08623,R0222,B142,2026-04-05,07:29,36.0,23,23.83,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08624,R0222,B142,2026-04-08,19:27,41.4,23,100.0,Ebook,Tablet,Commute,1,Synthetic_Session_Log
S08625,R0223,B050,2026-01-21,15:54,40.5,30,9.62,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08626,R0223,B050,2026-01-22,14:41,19.3,15,14.42,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08627,R0223,B050,2026-01-23,05:54,40.9,29,23.72,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08628,R0223,B050,2026-01-23,07:22,48.0,33,34.29,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08629,R0223,B050,2026-01-24,07:09,26.9,22,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S08630,R0223,B101,2026-01-24,20:59,26.1,20,6.64,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08631,R0223,B101,2026-01-26,10:28,23.4,16,100.0,Ebook,Kindle,Outdoor,1,Synthetic_Session_Log
S08632,R0223,B066,2026-01-29,12:04,46.3,28,17.61,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08633,R0223,B066,2026-01-29,13:54,17.0,13,25.79,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08634,R0223,B066,2026-01-31,06:41,36.3,25,41.51,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08635,R0223,B066,2026-01-31,08:38,28.3,21,54.72,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08636,R0223,B066,2026-01-31,17:25,53.9,38,78.62,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08637,R0223,B066,2026-02-01,04:23,59.9,48,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S08638,R0223,B147,2026-02-02,18:15,14.0,12,1.76,Ebook,Phone,Home,0,Synthetic_Session_Log
S08639,R0223,B147,2026-02-03,13:14,39.1,27,5.71,Ebook,Phone,Home,0,Synthetic_Session_Log
S08640,R0223,B147,2026-02-03,19:07,43.2,40,11.57,Ebook,Phone,,0,Synthetic_Session_Log
S08641,R0223,B147,2026-02-03,11:21,21.2,18,14.2,Ebook,Phone,Commute,0,Synthetic_Session_Log
S08642,R0223,B147,2026-02-06,15:43,34.0,28,18.3,Ebook,Phone,Commute,0,Synthetic_Session_Log
S08643,R0223,B147,2026-02-06,15:10,53.3,45,24.89,Ebook,Phone,Home,0,Synthetic_Session_Log
S08644,R0223,B147,2026-02-06,09:48,32.2,27,28.84,Ebook,Phone,Home,0,Synthetic_Session_Log
S08645,R0223,B147,2026-02-08,19:04,28.2,18,31.48,Ebook,Phone,Home,0,Synthetic_Session_Log
S08646,R0223,B147,2026-02-09,10:45,33.7,29,100.0,Ebook,Phone,,1,Synthetic_Session_Log
S08647,R0224,B108,2026-01-03,06:58,58.0,45,6.28,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08648,R0224,B108,2026-01-04,06:08,36.0,34,11.02,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08649,R0224,B108,2026-01-05,19:43,21.7,17,13.39,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08650,R0224,B108,2026-01-10,03:28,37.1,34,18.13,Physical,Physical Book,,0,Synthetic_Session_Log
S08651,R0224,B108,2026-01-12,13:32,41.1,30,22.32,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08652,R0224,B108,2026-01-14,11:39,29.1,22,25.38,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08653,R0224,B108,2026-01-14,12:24,28.2,24,28.73,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08654,R0224,B108,2026-01-19,20:41,35.4,29,32.78,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08655,R0224,B108,2026-01-19,18:21,26.8,21,35.7,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08656,R0224,B112,2026-01-26,12:47,36.0,33,13.52,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08657,R0224,B112,2026-01-29,07:23,33.0,25,23.77,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08658,R0224,B112,2026-01-30,07:38,44.5,43,41.39,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08659,R0224,B112,2026-01-31,11:22,26.6,26,52.05,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08660,R0224,B112,2026-02-02,11:43,39.3,37,67.21,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08661,R0224,B112,2026-02-02,16:43,14.4,12,72.13,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08662,R0224,B112,2026-02-04,12:13,51.9,47,91.39,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08663,R0224,B112,2026-02-04,21:22,37.7,34,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08664,R0224,B061,2026-02-05,16:03,50.6,43,6.58,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08665,R0224,B061,2026-02-05,12:08,22.8,20,9.65,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08666,R0224,B061,2026-02-05,19:20,27.9,23,13.17,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08667,R0224,B061,2026-02-06,18:31,25.2,22,16.54,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08668,R0224,B061,2026-02-07,12:20,42.9,32,21.44,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08669,R0224,B061,2026-02-09,10:33,39.3,35,26.8,Ebook,Kindle,,0,Synthetic_Session_Log
S08670,R0224,B061,2026-02-10,16:43,12.1,12,28.64,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08671,R0224,B061,2026-02-10,20:53,39.2,31,33.38,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08672,R0224,B061,2026-02-12,20:15,39.6,39,39.36,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08673,R0224,B061,2026-02-19,12:26,44.0,41,45.64,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08674,R0224,B008,2026-02-20,21:28,43.0,34,11.18,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08675,R0224,B008,2026-02-21,20:55,40.2,24,19.08,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08676,R0224,B008,2026-02-23,20:56,35.7,25,27.3,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08677,R0224,B008,2026-02-25,21:50,42.6,33,38.16,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08678,R0224,B008,2026-02-25,14:31,43.1,26,46.71,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08679,R0224,B008,2026-02-28,13:37,24.7,22,53.95,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08680,R0224,B008,2026-02-28,21:25,8.0,6,55.92,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08681,R0225,B127,2026-01-24,08:00,27.2,16,7.55,Ebook,Phone,Home,0,Synthetic_Session_Log
S08682,R0225,B127,2026-01-25,18:31,27.1,14,14.15,Ebook,Phone,Commute,0,Synthetic_Session_Log
S08683,R0225,B127,2026-01-27,10:31,19.3,11,19.34,Ebook,Phone,Commute,0,Synthetic_Session_Log
S08684,R0225,B127,2026-01-27,15:57,32.7,19,28.3,Ebook,Phone,Library,0,Synthetic_Session_Log
S08685,R0225,B127,2026-01-29,18:35,30.1,18,36.79,Ebook,Phone,Home,0,Synthetic_Session_Log
S08686,R0225,B127,2026-01-29,06:33,11.6,6,39.62,Ebook,Phone,Home,0,Synthetic_Session_Log
S08687,R0225,B127,2026-01-31,19:34,20.0,11,100.0,Ebook,Phone,Commute,1,Synthetic_Session_Log
S08688,R0225,B133,2026-02-05,21:47,33.6,18,6.69,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08689,R0225,B133,2026-02-05,12:08,30.5,17,13.01,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08690,R0225,B133,2026-02-05,14:21,17.1,8,15.99,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08691,R0225,B133,2026-02-06,11:54,33.0,22,24.16,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08692,R0225,B133,2026-02-06,17:22,15.8,8,27.14,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08693,R0225,B133,2026-02-06,11:14,42.0,24,36.06,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08694,R0225,B133,2026-02-07,11:10,34.5,21,100.0,Ebook,Kindle,Outdoor,1,Synthetic_Session_Log
S08695,R0225,B121,2026-02-07,06:02,30.5,21,7.66,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08696,R0225,B121,2026-02-08,16:16,19.5,11,11.68,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S08697,R0225,B121,2026-02-08,21:56,42.2,25,20.8,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08698,R0225,B121,2026-02-08,04:14,28.6,19,27.74,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08699,R0225,B121,2026-02-10,18:14,35.6,20,35.04,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S08700,R0225,B121,2026-02-13,20:53,36.6,24,43.8,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08701,R0225,B121,2026-02-13,16:51,19.3,13,48.54,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08702,R0225,B121,2026-02-15,20:22,38.6,26,58.03,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08703,R0225,B121,2026-02-18,16:40,27.6,16,63.87,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08704,R0225,B121,2026-02-18,11:10,31.1,16,100.0,Ebook,Tablet,Commute,1,Synthetic_Session_Log
S08705,R0225,B030,2026-02-21,08:14,25.5,14,2.85,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08706,R0225,B030,2026-02-22,19:57,23.2,9,4.68,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08707,R0225,B030,2026-02-23,19:52,30.3,16,7.94,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08708,R0225,B030,2026-02-24,09:43,47.8,24,12.83,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08709,R0225,B030,2026-03-01,09:35,29.2,13,15.48,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08710,R0225,B063,2026-03-02,20:03,47.6,32,15.92,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08711,R0225,B063,2026-03-04,17:34,25.2,18,24.88,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S08712,R0225,B063,2026-03-04,18:50,34.0,23,36.32,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08713,R0225,B063,2026-03-04,16:05,24.2,12,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08714,R0225,B038,2026-03-09,20:46,36.8,22,6.01,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08715,R0225,B038,2026-03-16,20:01,43.4,23,12.3,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08716,R0225,B038,2026-03-18,06:57,55.5,26,7.1,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08717,R0225,B038,2026-03-20,15:48,8.0,4,8.2,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08718,R0225,B038,2026-03-23,17:31,40.8,24,14.75,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08719,R0225,B038,2026-03-28,11:59,22.1,13,18.31,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08720,R0225,B038,2026-03-29,09:39,39.2,18,23.22,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08721,R0225,B038,2026-03-31,16:56,43.1,26,30.33,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08722,R0225,B038,2026-03-31,09:28,33.5,18,35.25,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08723,R0225,B038,2026-04-01,18:43,50.7,32,43.99,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08724,R0226,B038,2026-01-07,17:41,36.8,23,6.28,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08725,R0226,B038,2026-01-09,06:57,43.8,25,13.11,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08726,R0226,B038,2026-01-10,18:35,29.3,13,16.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08727,R0226,B038,2026-01-11,21:46,43.6,32,25.41,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08728,R0226,B038,2026-01-12,13:22,37.5,24,31.97,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08729,R0226,B038,2026-01-19,20:58,46.5,25,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S08730,R0226,B087,2026-01-20,15:28,25.5,16,3.66,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08731,R0226,B087,2026-01-22,07:40,26.2,13,6.64,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08732,R0226,B087,2026-01-24,12:33,33.6,19,10.98,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08733,R0226,B087,2026-01-24,21:48,37.1,21,15.79,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08734,R0226,B087,2026-01-25,05:41,50.8,30,22.65,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08735,R0226,B087,2026-01-25,12:49,30.4,18,26.77,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08736,R0226,B087,2026-01-26,15:22,36.1,19,31.12,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08737,R0226,B087,2026-01-28,19:09,40.6,27,37.3,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S08738,R0226,B087,2026-01-28,11:15,29.9,19,41.65,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08739,R0226,B087,2026-01-28,20:41,22.2,16,45.31,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08740,R0226,B087,2026-01-29,14:10,40.1,29,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08741,R0226,B098,2026-02-05,20:48,32.6,24,7.14,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08742,R0226,B098,2026-02-05,11:41,41.4,28,15.48,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08743,R0226,B098,2026-02-07,09:02,41.7,23,22.32,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08744,R0226,B098,2026-02-08,06:22,37.9,23,29.17,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08745,R0226,B098,2026-02-09,12:46,23.8,15,33.63,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08746,R0226,B098,2026-02-09,09:58,17.6,11,36.9,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log
S08747,R0226,B098,2026-02-12,19:17,47.6,32,46.43,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08748,R0226,B098,2026-02-13,07:42,37.5,19,52.08,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08749,R0226,B098,2026-02-14,17:35,32.1,23,58.93,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08750,R0226,B076,2026-02-14,08:31,32.5,20,3.03,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log
S08751,R0226,B076,2026-02-14,17:08,28.3,17,5.61,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08752,R0226,B076,2026-02-21,18:32,25.5,16,8.03,Ebook,Tablet,Library,0,Synthetic_Session_Log
S08753,R0226,B076,2026-02-23,07:58,29.9,24,11.67,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08754,R0226,B076,2026-02-24,06:02,22.9,16,14.09,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S08755,R0226,B076,2026-03-01,09:45,20.1,12,15.91,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08756,R0226,B076,2026-03-02,08:42,23.5,15,18.18,Ebook,Tablet,Home,0,Synthetic_Session_Log
S08757,R0226,B076,2026-03-03,06:36,38.5,29,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log
S08758,R0226,B011,2026-03-06,10:37,31.0,22,8.87,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S08759,R0226,B011,2026-03-06,19:19,53.4,39,24.6,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08760,R0226,B011,2026-03-06,14:39,33.5,19,32.26,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08761,R0226,B011,2026-03-06,14:15,46.6,29,43.95,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08762,R0226,B011,2026-03-08,15:49,42.0,29,55.65,Ebook,Kindle,,0,Synthetic_Session_Log
S08763,R0226,B011,2026-03-09,18:02,37.9,21,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08764,R0227,B028,2026-01-11,19:57,36.5,13,2.26,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08765,R0227,B028,2026-01-12,14:55,31.7,11,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S08766,R0227,B046,2026-01-17,11:17,21.9,4,0.59,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08767,R0227,B046,2026-01-17,17:25,18.3,4,1.18,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08768,R0227,B046,2026-01-19,18:26,35.1,10,2.65,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08769,R0227,B046,2026-01-22,23:09,19.8,10,4.12,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08770,R0227,B046,2026-01-22,07:32,60.2,26,7.95,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S08771,R0227,B046,2026-01-24,13:38,34.7,12,9.72,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08772,R0227,B046,2026-01-26,06:39,26.7,9,11.05,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08773,R0227,B046,2026-01-28,12:18,32.5,11,12.67,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08774,R0227,B046,2026-01-29,20:30,23.6,8,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S08775,R0227,B113,2026-01-30,09:59,24.3,10,5.35,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08776,R0227,B113,2026-02-01,10:48,47.6,16,13.9,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08777,R0227,B113,2026-02-01,12:03,35.8,11,19.79,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08778,R0227,B113,2026-02-01,17:24,33.8,9,24.6,Physical,Physical Book,Home,0,Synthetic_Session_Log
S08779,R0227,B113,2026-02-03,19:45,44.6,22,36.36,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S08780,R0227,B113,2026-02-08,20:45,36.8,9,41.18,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S08781,R0227,B116,2026-02-08,15:12,18.3,7,0.94,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08782,R0227,B116,2026-02-10,19:38,35.6,13,2.7,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08783,R0227,B116,2026-02-10,20:14,25.9,14,4.59,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08784,R0227,B116,2026-02-12,07:53,43.7,25,7.96,Ebook,Kindle,Home,0,Synthetic_Session_Log
S08785,R0227,B116,2026-02-17,19:24,36.5,12,9.58,Ebook,Kindle,Library,0,Synthetic_Session_Log
S08786,R0227,B116,2026-02-18,20:27,52.7,28,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S08787,R0228,B101,2026-01-15,08:56,28.3,16,5.32,Physical,Physical Book,Library,0,Synthetic_Session_Log
S08788,R0228,B101,2026-01-17,07:56,42.2,17,10.96,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
